INCOME.GEO.id,INCOME.GEO.id2,INCOME.GEO.display-label,INCOME.HC01_EST_VC01,INCOME.HC01_MOE_VC01,INCOME.HC02_EST_VC01,INCOME.HC02_MOE_VC01,INCOME.HC03_EST_VC01,INCOME.HC03_MOE_VC01,INCOME.HC04_EST_VC01,INCOME.HC04_MOE_VC01,INCOME.HC01_EST_VC02,INCOME.HC01_MOE_VC02,INCOME.HC02_EST_VC02,INCOME.HC02_MOE_VC02,INCOME.HC03_EST_VC02,INCOME.HC03_MOE_VC02,INCOME.HC04_EST_VC02,INCOME.HC04_MOE_VC02,INCOME.HC01_EST_VC03,INCOME.HC01_MOE_VC03,INCOME.HC02_EST_VC03,INCOME.HC02_MOE_VC03,INCOME.HC03_EST_VC03,INCOME.HC03_MOE_VC03,INCOME.HC04_EST_VC03,INCOME.HC04_MOE_VC03,INCOME.HC01_EST_VC04,INCOME.HC01_MOE_VC04,INCOME.HC02_EST_VC04,INCOME.HC02_MOE_VC04,INCOME.HC03_EST_VC04,INCOME.HC03_MOE_VC04,INCOME.HC04_EST_VC04,INCOME.HC04_MOE_VC04,INCOME.HC01_EST_VC05,INCOME.HC01_MOE_VC05,INCOME.HC02_EST_VC05,INCOME.HC02_MOE_VC05,INCOME.HC03_EST_VC05,INCOME.HC03_MOE_VC05,INCOME.HC04_EST_VC05,INCOME.HC04_MOE_VC05,INCOME.HC01_EST_VC06,INCOME.HC01_MOE_VC06,INCOME.HC02_EST_VC06,INCOME.HC02_MOE_VC06,INCOME.HC03_EST_VC06,INCOME.HC03_MOE_VC06,INCOME.HC04_EST_VC06,INCOME.HC04_MOE_VC06,INCOME.HC01_EST_VC07,INCOME.HC01_MOE_VC07,INCOME.HC02_EST_VC07,INCOME.HC02_MOE_VC07,INCOME.HC03_EST_VC07,INCOME.HC03_MOE_VC07,INCOME.HC04_EST_VC07,INCOME.HC04_MOE_VC07,INCOME.HC01_EST_VC08,INCOME.HC01_MOE_VC08,INCOME.HC02_EST_VC08,INCOME.HC02_MOE_VC08,INCOME.HC03_EST_VC08,INCOME.HC03_MOE_VC08,INCOME.HC04_EST_VC08,INCOME.HC04_MOE_VC08,INCOME.HC01_EST_VC09,INCOME.HC01_MOE_VC09,INCOME.HC02_EST_VC09,INCOME.HC02_MOE_VC09,INCOME.HC03_EST_VC09,INCOME.HC03_MOE_VC09,INCOME.HC04_EST_VC09,INCOME.HC04_MOE_VC09,INCOME.HC01_EST_VC10,INCOME.HC01_MOE_VC10,INCOME.HC02_EST_VC10,INCOME.HC02_MOE_VC10,INCOME.HC03_EST_VC10,INCOME.HC03_MOE_VC10,INCOME.HC04_EST_VC10,INCOME.HC04_MOE_VC10,INCOME.HC01_EST_VC11,INCOME.HC01_MOE_VC11,INCOME.HC02_EST_VC11,INCOME.HC02_MOE_VC11,INCOME.HC03_EST_VC11,INCOME.HC03_MOE_VC11,INCOME.HC04_EST_VC11,INCOME.HC04_MOE_VC11,INCOME.HC01_EST_VC13,INCOME.HC01_MOE_VC13,INCOME.HC02_EST_VC13,INCOME.HC02_MOE_VC13,INCOME.HC03_EST_VC13,INCOME.HC03_MOE_VC13,INCOME.HC04_EST_VC13,INCOME.HC04_MOE_VC13,INCOME.HC01_EST_VC15,INCOME.HC01_MOE_VC15,INCOME.HC02_EST_VC15,INCOME.HC02_MOE_VC15,INCOME.HC03_EST_VC15,INCOME.HC03_MOE_VC15,INCOME.HC04_EST_VC15,INCOME.HC04_MOE_VC15,INCOME.HC01_EST_VC18,INCOME.HC01_MOE_VC18,INCOME.HC02_EST_VC18,INCOME.HC02_MOE_VC18,INCOME.HC03_EST_VC18,INCOME.HC03_MOE_VC18,INCOME.HC04_EST_VC18,INCOME.HC04_MOE_VC18,INCOME.HC01_EST_VC19,INCOME.HC01_MOE_VC19,INCOME.HC02_EST_VC19,INCOME.HC02_MOE_VC19,INCOME.HC03_EST_VC19,INCOME.HC03_MOE_VC19,INCOME.HC04_EST_VC19,INCOME.HC04_MOE_VC19,INCOME.HC01_EST_VC20,INCOME.HC01_MOE_VC20,INCOME.HC02_EST_VC20,INCOME.HC02_MOE_VC20,INCOME.HC03_EST_VC20,INCOME.HC03_MOE_VC20,INCOME.HC04_EST_VC20,INCOME.HC04_MOE_VC20,CTYNAME,YEAR
0500000US27159,27159,"Wadena County, Minnesota",5737,165,3620,186,2785,171,2117,193,9.0,1.7,7.0,2.4,2.2,1.4,14.6,2.5,8.6,1.7,3.2,1.3,1.7,0.7,17.8,3.9,17.1,2.2,11.5,2.8,9.0,2.6,25.5,3.8,11.7,1.6,12.3,2.1,10.6,2.2,11.0,2.3,15.6,2.0,15.7,2.6,16.4,2.3,17.7,4.2,16.5,1.9,19.7,2.2,22.0,2.7,8.1,2.4,11.7,1.6,16.7,2.4,21.0,3.0,3.0,1.7,6.4,1.2,9.3,1.8,11.4,2.2,0.9,0.7,1.2,0.4,1.7,0.6,2.2,0.7,0.2,0.3,2.1,1.1,2.7,1.6,3.5,2.1,1.0,1.1,38661,2675,50172,3156,59160,3397,21322,1375,50346,2548,59920,3137,69047,3574,32001,4071,33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),wadena,2014
0500000US27161,27161,"Waseca County, Minnesota",7405,152,5108,217,4177,202,2297,209,4.7,1.0,3.0,1.4,0.5,0.4,9.6,2.3,4.0,1.2,1.6,0.9,0.7,0.6,10.1,3.3,11.8,2.1,7.0,1.6,4.7,1.5,23.8,5.5,9.8,1.8,9.1,1.9,6.4,1.6,13.0,4.1,15.7,1.9,14.0,2.4,12.8,2.7,17.3,3.9,22.5,2.8,22.7,2.6,24.8,2.8,21.2,5.9,13.1,1.9,17.5,2.6,20.4,3.2,2.6,1.3,13.5,1.9,18.3,2.6,21.6,3.0,2.1,1.3,2.9,0.9,3.9,1.2,4.5,1.5,0.1,0.1,2.1,0.7,2.9,1.0,3.5,1.2,0.3,0.2,53830,3705,66963,2779,75068,3302,30874,2751,65981,3141,78165,4362,N,N,36217,2897,19.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),12.8,(X),waseca,2014
0500000US27163,27163,"Washington County, Minnesota",89898,513,65784,775,53813,829,24114,758,3.0,0.4,1.8,0.3,0.7,0.2,7.1,1.1,2.4,0.3,1.3,0.3,0.5,0.2,5.8,0.7,5.8,0.5,3.3,0.5,1.5,0.3,14.0,1.2,5.8,0.4,4.4,0.5,2.8,0.4,10.4,1.0,10.1,0.6,8.0,0.7,6.2,0.6,16.6,1.4,17.6,0.7,16.4,0.8,14.9,0.9,20.7,1.7,16.1,0.7,16.7,0.9,17.7,0.9,12.0,1.4,21.5,0.8,25.4,1.0,28.8,1.1,9.7,1.2,8.6,0.5,10.9,0.7,12.9,0.8,1.8,0.6,9.2,0.6,11.7,0.8,13.9,0.9,1.9,0.5,83182,1371,96677,2079,107842,1699,46045,2001,101567,1733,116135,2370,128939,2567,57298,2159,19.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.6,(X),washington,2014
0500000US27165,27165,"Watonwan County, Minnesota",4499,126,2956,143,2294,148,1543,165,5.5,1.6,2.1,1.5,0.5,0.4,14.8,4.7,5.7,1.5,1.2,0.5,0.9,0.5,14.8,4.0,10.1,2.1,9.1,2.9,4.9,1.5,15.7,4.7,11.8,2.6,8.9,2.9,9.3,3.4,16.0,3.9,15.7,2.5,13.3,3.1,10.4,2.2,19.1,5.0,24.3,3.0,29.7,3.9,31.0,4.0,10.8,3.0,11.3,1.8,15.3,2.6,19.1,3.3,3.8,1.7,11.4,1.9,15.1,2.7,17.7,3.1,3.2,1.7,2.0,0.6,2.4,0.9,3.0,1.1,1.2,0.8,2.1,0.5,2.9,0.8,3.2,1.0,0.6,0.5,50638,2338,61897,2718,69597,4112,28340,4004,63084,2895,75785,4115,81769,4465,35630,3236,31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X),watonwan,2014
0500000US27167,27167,"Wilkin County, Minnesota",2763,95,1795,111,1522,99,968,109,5.8,1.7,2.7,1.8,1.6,1.3,13.8,4.3,5.9,2.2,3.3,2.1,1.1,1.0,13.2,5.5,11.1,2.9,4.9,2.0,3.6,1.5,21.2,6.3,8.9,2.2,7.5,2.6,6.6,2.3,12.7,4.3,16.9,3.0,15.4,2.9,13.4,3.2,19.3,6.2,21.3,3.4,24.4,3.9,26.3,4.2,13.5,4.7,14.2,2.5,17.7,3.4,19.8,4.0,5.3,3.3,12.0,2.5,17.9,3.6,20.3,3.9,0.9,0.8,2.4,1.0,3.7,1.5,4.3,1.8,0.0,1.8,1.6,0.5,2.5,0.8,2.8,0.9,0.0,1.8,52361,5344,65286,5013,73066,4794,25904,3869,61909,3391,76010,4411,N,N,32226,2916,22.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.5,(X),wilkin,2014
0500000US27169,27169,"Winona County, Minnesota",19081,403,11273,273,9617,280,7808,415,7.9,1.1,2.6,0.8,1.1,0.4,16.3,2.7,6.1,1.2,1.5,0.5,0.4,0.2,12.7,2.8,11.9,1.4,6.5,1.2,4.4,1.1,20.6,2.9,10.7,1.2,7.3,1.3,6.6,1.4,15.7,2.5,14.8,1.3,14.4,1.6,13.7,1.7,15.4,2.3,19.1,1.6,23.5,2.0,24.2,2.1,12.4,2.1,12.6,1.3,18.7,2.0,20.8,2.3,3.7,1.1,11.3,0.9,16.5,1.5,18.8,1.7,2.7,1.1,3.3,0.6,5.4,1.0,6.1,1.2,0.2,0.2,2.3,0.5,3.6,0.8,3.8,0.8,0.4,0.3,48476,2018,69042,3562,74639,2728,25157,1676,61143,1744,79590,2596,85475,2727,32551,1671,25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X),winona,2014
0500000US27171,27171,"Wright County, Minnesota",45064,370,34013,575,27887,598,11051,540,3.3,0.6,1.7,0.4,0.6,0.3,8.8,1.8,2.8,0.5,1.2,0.3,0.5,0.2,9.1,2.0,6.0,0.8,3.7,0.7,2.5,0.6,14.8,2.4,8.1,0.9,5.9,0.8,4.4,0.8,15.6,2.3,11.3,0.9,10.2,1.2,8.2,0.9,15.3,2.2,19.8,1.4,20.0,1.6,19.6,1.6,19.8,3.0,17.1,1.0,20.1,1.3,21.4,1.5,8.3,1.8,21.4,1.0,24.9,1.5,28.7,1.9,5.0,1.2,6.5,0.8,7.7,0.9,8.8,1.0,2.0,0.8,3.8,0.5,4.6,0.6,5.3,0.7,1.2,0.9,73085,1846,83758,1658,91764,2484,36982,3485,84127,1708,93773,2103,101622,2410,47994,3149,26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),wright,2014
0500000US27173,27173,"Yellow Medicine County, Minnesota",4193,108,2859,116,2395,99,1334,102,5.4,1.4,4.5,1.9,1.7,1.3,9.9,2.2,5.7,1.2,1.7,1.0,0.6,0.4,14.5,3.1,10.1,1.5,7.9,1.5,5.5,1.2,17.2,3.5,9.6,1.3,7.0,1.6,5.2,1.3,11.8,2.7,16.4,1.8,15.2,1.9,15.3,2.2,19.2,3.7,23.5,2.1,25.9,2.7,27.9,2.9,17.9,3.8,13.4,1.5,16.8,2.0,18.9,2.3,5.2,1.9,10.9,1.4,14.3,1.8,17.0,2.2,2.8,1.3,2.9,0.6,3.8,0.9,4.5,1.1,0.9,0.6,2.1,0.6,2.8,0.8,3.3,1.0,0.6,0.7,52160,1876,61266,3008,67077,3530,32794,3729,62813,2338,73016,2998,N,N,38542,3065,33.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),yellow medicine,2014
0500000US27001,27001,"Aitkin County, Minnesota",7761,237,5075,183,4164,169,2686,138,7.3,1.1,4.3,1.2,2.1,0.8,15.3,2.8,6.8,1.0,3.0,0.8,1.6,0.5,14.1,2.3,13.8,1.1,10.7,1.2,8.6,1.3,20.2,2.3,13.7,1.3,13.5,1.5,12.4,1.6,14.8,2.4,19.3,1.7,18.9,1.9,19.4,2.3,18.3,3.1,19.5,1.4,23.5,1.9,26.2,2.1,11.4,2.0,9.4,1.0,12.3,1.3,13.7,1.5,4.3,1.5,7.2,1.2,10.3,1.8,11.9,2.1,0.6,0.4,1.8,0.5,2.0,0.7,2.4,0.8,0.6,0.5,1.1,0.4,1.5,0.6,1.8,0.7,0.2,0.3,41191,1551,49692,1976,54063,1407,25142,1726,52345,3232,61875,4421,N,N,31769,2136,26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X),aitkin,2012
0500000US27003,27003,"Anoka County, Minnesota",121596,548,86735,955,69280,921,34861,865,3.1,0.3,2.0,0.3,0.9,0.2,6.9,0.9,3.1,0.3,1.4,0.2,0.6,0.2,7.6,0.9,6.9,0.4,4.4,0.4,2.6,0.4,14.1,1.2,7.4,0.5,5.9,0.5,4.1,0.4,12.4,1.1,13.2,0.5,11.3,0.6,9.2,0.6,18.3,1.2,20.4,0.8,20.0,0.8,19.0,0.9,21.3,1.4,17.5,0.6,19.7,0.8,21.8,0.9,11.1,1.0,19.0,0.6,23.4,0.8,27.4,1.0,6.5,0.8,5.9,0.4,7.6,0.5,9.1,0.7,1.0,0.3,3.4,0.3,4.4,0.4,5.3,0.5,0.7,0.3,69916,1037,81380,1431,90527,1382,42003,1040,81254,1119,92039,1363,101680,1547,50299,1641,23.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.5,(X),anoka,2012
0500000US27005,27005,"Becker County, Minnesota",13454,249,9282,217,7341,228,4172,227,5.6,0.7,3.7,0.9,1.0,0.4,12.2,2.0,6.6,1.0,2.9,0.9,1.5,0.4,14.5,2.4,12.6,1.4,9.1,1.1,5.4,0.9,22.1,3.5,11.6,1.0,10.4,1.1,8.7,1.0,15.0,2.7,14.4,1.2,14.2,1.4,14.7,1.7,12.9,2.4,21.5,1.4,23.4,1.5,25.7,1.8,15.5,2.6,13.1,1.1,17.0,1.5,19.8,1.8,4.8,1.4,9.9,1.0,13.2,1.4,15.9,1.7,1.7,0.7,2.4,0.5,3.0,0.7,3.8,0.9,0.7,0.4,2.3,0.4,3.0,0.6,3.5,0.7,0.6,0.5,49159,1539,58807,1752,67357,2414,25850,2152,61038,1424,71257,1997,80211,2376,35408,2098,29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),becker,2012
0500000US27007,27007,"Beltrami County, Minnesota",16688,349,10930,374,7974,313,5758,353,8.3,1.3,6.2,1.6,1.5,0.7,14.8,2.6,8.4,1.4,3.9,1.0,2.2,0.7,17.2,3.2,11.0,1.2,9.1,1.2,5.9,1.3,16.7,2.8,12.7,1.5,10.6,1.5,7.5,1.3,16.0,3.5,15.1,1.6,15.6,1.9,14.9,1.9,13.8,2.7,19.2,1.5,21.8,2.1,25.6,2.7,12.1,2.3,11.9,1.3,14.6,1.7,18.5,2.0,5.8,2.1,9.2,1.2,12.7,1.7,16.7,2.2,2.2,1.1,2.4,0.6,3.1,0.9,4.1,1.3,1.2,0.8,1.8,0.5,2.6,0.8,3.2,1.0,0.2,0.3,44038,2231,55567,2824,67675,2045,25757,2544,56198,1817,66374,2491,78525,2915,34248,2394,26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X),beltrami,2012
0500000US27009,27009,"Benton County, Minnesota",15421,244,9949,344,7770,324,5472,306,7.5,1.4,5.8,1.8,2.2,1.4,12.6,3.2,5.2,1.2,2.9,1.0,0.8,0.5,10.3,2.8,12.1,1.7,5.1,1.2,2.8,0.8,25.9,5.0,10.1,1.5,8.7,1.7,7.6,1.7,13.3,3.1,14.1,1.6,11.7,1.6,10.7,1.7,17.3,3.5,20.5,1.5,24.2,2.2,25.7,2.4,12.9,2.4,15.0,1.5,19.7,2.2,23.2,2.7,5.0,2.2,11.4,1.3,16.1,2.0,20.0,2.4,1.6,1.0,2.9,0.7,4.2,1.0,5.1,1.2,0.7,0.8,1.2,0.4,1.5,0.6,1.9,0.7,0.6,0.5,51365,2397,65785,1709,75137,2885,25709,2598,60070,1899,72299,2841,82187,3383,34597,2532,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X),benton,2012
0500000US27011,27011,"Big Stone County, Minnesota",2329,77,1596,88,1318,82,733,69,7.3,1.8,2.8,1.4,1.5,1.0,17.5,5.1,8.8,2.2,6.1,2.2,3.9,2.1,15.1,4.2,12.7,2.5,10.3,2.6,7.0,2.2,21.8,5.4,9.8,2.3,9.3,2.5,8.6,2.3,11.2,4.2,16.9,2.6,18.2,3.2,18.6,3.5,13.6,4.6,22.5,3.1,24.2,3.7,26.3,4.3,14.6,5.3,9.1,1.7,11.6,2.4,13.2,2.8,3.8,2.3,7.9,1.6,10.7,2.4,12.7,2.8,2.0,1.7,2.9,1.3,4.1,1.8,5.0,2.2,0.0,2.4,2.0,0.9,2.8,1.3,3.2,1.5,0.3,0.4,45545,2409,52500,3372,58971,5641,23271,2485,55554,3213,65787,4451,N,N,31317,3042,27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),big stone,2012
0500000US27013,27013,"Blue Earth County, Minnesota",24259,382,14057,324,11389,329,10202,399,7.0,1.0,2.9,0.9,0.7,0.4,13.9,2.0,6.8,0.9,2.9,0.7,1.2,0.5,12.4,2.1,11.2,1.2,6.4,1.2,3.9,0.9,18.5,2.2,11.1,1.0,8.5,1.0,7.0,1.0,14.7,2.1,14.6,1.2,13.7,1.3,12.1,1.3,16.7,2.0,20.9,1.2,23.6,1.7,25.7,2.0,15.4,2.2,12.0,1.0,17.4,1.5,20.0,1.7,3.6,0.8,11.8,0.9,17.3,1.4,20.9,1.7,3.7,0.9,2.8,0.5,4.6,0.8,5.4,0.9,0.2,0.1,2.0,0.4,2.6,0.5,3.1,0.6,1.0,0.6,49306,1739,66222,1924,74406,2143,28176,2423,62715,2482,77433,2086,86236,2277,40528,4830,25.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),blue earth,2012
0500000US27015,27015,"Brown County, Minnesota",10818,188,6722,235,5622,208,4096,199,4.9,0.9,1.9,0.7,0.7,0.5,11.1,2.1,6.9,1.3,2.6,0.9,1.7,0.6,14.9,3.1,11.1,1.4,7.3,1.6,5.1,1.2,18.4,2.7,11.6,1.5,8.5,1.6,6.6,1.3,15.6,2.8,17.5,1.7,14.9,1.9,13.6,1.7,21.5,3.4,20.1,1.8,24.8,2.9,26.2,3.0,11.7,2.4,14.1,1.8,20.9,2.7,23.6,3.1,2.8,1.2,9.3,1.2,13.1,1.7,15.2,2.0,2.2,1.2,2.2,0.6,3.1,1.1,3.7,1.3,0.7,0.5,2.2,0.7,2.9,1.0,3.5,1.2,1.0,0.7,47915,2094,64086,2449,70717,2943,29052,2781,61956,3076,74964,4294,N,N,38730,4876,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X),brown,2012
0500000US27017,27017,"Carlton County, Minnesota",13739,247,9267,255,7376,268,4472,269,6.6,1.1,3.8,1.0,1.2,0.4,13.5,3.0,5.6,1.1,1.9,0.6,1.2,0.4,13.3,3.0,11.2,1.3,6.4,1.1,4.3,1.0,22.7,3.3,9.3,1.1,7.7,1.1,6.3,1.1,12.5,2.4,14.7,1.4,15.7,1.8,13.0,1.5,14.6,2.7,21.6,1.7,23.5,2.1,25.1,2.3,16.2,2.9,14.6,1.6,18.9,2.3,22.5,2.7,4.4,1.3,12.1,1.2,16.1,1.7,19.3,1.9,2.3,0.9,3.1,0.8,4.4,1.2,5.2,1.5,0.0,0.1,1.3,0.6,1.5,0.9,1.8,1.1,0.5,0.5,52943,2447,64779,2761,73678,3368,25347,2627,61560,2381,72925,2900,N,N,34765,2689,28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),carlton,2012
0500000US27019,27019,"Carver County, Minnesota",33017,338,25203,506,21487,571,7814,481,2.6,0.7,1.3,0.5,0.5,0.3,7.7,2.2,2.4,0.7,0.5,0.3,0.4,0.3,8.8,2.7,5.7,0.9,3.2,0.7,1.4,0.6,15.0,2.6,7.2,1.0,5.4,1.2,2.9,0.6,13.7,2.7,8.8,1.1,6.6,1.0,5.5,0.9,15.7,2.3,16.5,1.5,16.1,1.8,15.6,1.5,18.9,2.7,17.6,1.1,19.4,1.4,19.9,1.5,10.7,2.0,20.7,1.2,24.8,1.4,27.4,1.6,6.1,1.5,9.6,1.0,11.8,1.2,13.5,1.5,2.4,0.9,8.8,0.9,11.0,1.2,12.8,1.4,1.0,0.5,83275,2096,96076,2784,105881,2277,39113,2998,102478,2562,117353,3250,127823,3509,50525,3172,19.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.6,(X),carver,2012
0500000US27021,27021,"Cass County, Minnesota",12926,692,8914,507,7030,296,4012,271,7.9,0.9,5.4,1.1,1.9,0.5,16.7,1.8,5.9,0.7,3.9,1.2,1.6,0.6,12.1,1.7,12.5,1.2,9.5,1.1,6.7,1.1,19.8,2.9,13.0,1.2,11.8,1.3,10.6,1.3,15.4,2.2,17.2,1.2,17.9,1.3,18.3,1.4,14.0,2.2,19.4,1.1,21.2,1.4,24.5,1.7,13.4,2.1,11.8,0.8,14.4,1.1,17.3,1.4,4.7,1.3,8.5,0.9,10.7,1.2,12.9,1.4,2.9,0.8,2.0,0.3,2.7,0.5,3.2,0.6,0.1,0.1,1.9,0.3,2.4,0.5,3.1,0.6,0.7,0.4,43992,1303,51460,2072,59739,1792,25737,1623,56888,1709,64857,2358,73916,2242,35259,2063,29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.8,(X),cass,2012
0500000US27023,27023,"Chippewa County, Minnesota",5188,145,3208,116,2661,130,1980,152,7.0,1.7,2.0,1.1,1.5,1.0,15.1,4.2,7.0,1.9,3.2,2.1,0.4,0.3,14.6,3.4,9.1,1.5,5.6,1.6,4.4,1.4,14.8,3.5,13.1,2.0,9.1,2.1,6.8,2.1,20.2,4.8,16.8,2.9,14.7,2.4,14.3,2.6,20.5,5.7,19.5,2.3,25.2,2.9,26.9,3.0,9.3,3.0,13.8,1.9,19.2,2.9,21.9,3.1,4.5,1.9,9.3,1.2,14.2,1.9,16.4,2.3,0.6,0.6,2.9,1.0,4.6,1.7,5.0,1.9,0.0,0.9,1.5,0.7,2.2,1.1,2.6,1.3,0.4,0.3,46579,3203,62435,4443,71475,3346,27328,4891,58694,2639,73832,3791,N,N,32504,3227,25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),chippewa,2012
0500000US27025,27025,"Chisago County, Minnesota",19669,278,14430,369,11915,403,5239,326,3.2,0.7,2.1,0.6,0.6,0.3,8.8,2.3,4.0,1.0,2.0,0.7,1.1,0.4,10.7,3.2,6.9,1.3,4.1,1.0,2.8,0.9,14.9,3.5,9.1,1.4,7.9,1.5,6.0,1.4,14.7,3.5,12.6,1.5,10.6,1.5,9.2,1.5,17.6,3.5,22.2,1.6,22.9,1.9,23.0,2.1,17.5,3.1,17.7,1.4,21.0,1.8,23.0,2.1,7.4,1.8,16.5,1.5,20.2,2.0,23.2,2.2,5.8,2.5,5.3,1.0,6.2,1.2,7.3,1.5,2.5,1.5,2.4,0.7,3.1,0.9,3.8,1.2,0.1,0.1,66592,2058,75589,2568,82496,2700,35932,4300,75494,2244,84835,2818,N,N,44866,3391,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X),chisago,2012
0500000US27027,27027,"Clay County, Minnesota",22357,283,14508,425,11143,447,7849,441,6.1,1.0,2.7,1.0,0.3,0.4,13.3,2.1,6.0,1.0,2.8,1.0,0.7,0.4,13.5,2.2,11.3,1.2,7.2,1.5,4.4,1.2,19.3,2.6,11.1,1.3,7.8,1.2,5.0,0.9,17.9,2.6,13.4,1.3,12.6,1.7,9.8,1.4,15.4,2.9,20.6,1.3,23.5,1.8,26.1,2.1,13.3,2.1,14.5,1.4,19.3,1.8,23.5,2.1,5.3,1.7,12.6,1.2,18.1,1.8,22.5,2.2,1.6,0.8,2.6,0.5,3.5,0.6,4.5,0.8,0.2,0.1,1.7,0.4,2.5,0.7,3.1,0.9,0.2,0.1,52136,2217,67973,1956,78813,2211,26457,1174,61732,1578,75502,1901,86680,2004,33161,1584,22.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X),clay,2012
0500000US27029,27029,"Clearwater County, Minnesota",3639,98,2497,101,2018,95,1142,108,8.4,1.6,5.0,1.7,2.1,1.0,16.7,3.3,8.3,1.5,3.0,1.0,2.2,1.0,20.5,3.7,13.7,1.6,12.5,2.0,10.6,1.8,16.9,2.9,12.5,1.4,12.1,1.6,10.7,1.6,13.5,3.4,14.7,1.7,14.7,2.4,16.1,2.2,13.9,3.4,20.4,1.9,24.1,2.3,25.3,2.2,11.5,4.0,10.2,1.5,13.0,2.1,14.9,2.4,4.8,1.9,9.4,1.2,12.4,1.5,14.5,1.9,1.4,1.3,1.4,0.5,2.0,0.6,2.3,0.8,0.3,0.5,1.1,0.5,1.3,0.7,1.4,0.8,0.5,0.5,41896,2176,51663,1810,57500,2990,21522,2592,52725,1781,60981,2671,N,N,33065,2910,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),clearwater,2012
0500000US27031,27031,"Cook County, Minnesota",2630,227,1687,153,1386,132,943,152,7.5,2.1,2.4,1.7,0.0,1.3,16.6,4.8,5.7,2.1,1.1,1.0,1.2,1.3,14.0,5.3,10.2,2.9,7.2,3.3,6.3,3.5,17.9,5.7,11.2,2.9,13.3,4.0,10.6,4.1,12.4,5.3,14.9,3.3,13.2,4.2,10.8,4.2,19.2,7.0,21.3,3.9,24.9,4.7,28.1,5.7,10.0,4.7,12.4,3.4,14.3,4.4,16.1,5.1,6.3,2.8,9.8,2.8,14.6,4.3,17.0,5.0,0.3,0.5,4.2,1.8,4.8,2.2,5.1,2.5,3.2,2.6,2.7,1.6,4.2,2.5,4.8,3.1,0.1,0.2,50309,4190,61725,5749,68045,4592,25750,5399,64232,5170,77707,7119,N,N,36035,6075,27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X),cook,2012
