GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,"Households; Estimate; Less than $10,000","Households; Margin of Error; Less than $10,000","Families; Estimate; Less than $10,000","Families; Margin of Error; Less than $10,000","Married-couple families; Estimate; Less than $10,000","Married-couple families; Margin of Error; Less than $10,000","Nonfamily households; Estimate; Less than $10,000","Nonfamily households; Margin of Error; Less than $10,000","Households; Estimate; $10,000 to $14,999","Households; Margin of Error; $10,000 to $14,999","Families; Estimate; $10,000 to $14,999","Families; Margin of Error; $10,000 to $14,999","Married-couple families; Estimate; $10,000 to $14,999","Married-couple families; Margin of Error; $10,000 to $14,999","Nonfamily households; Estimate; $10,000 to $14,999","Nonfamily households; Margin of Error; $10,000 to $14,999","Households; Estimate; $15,000 to $24,999","Households; Margin of Error; $15,000 to $24,999","Families; Estimate; $15,000 to $24,999","Families; Margin of Error; $15,000 to $24,999","Married-couple families; Estimate; $15,000 to $24,999","Married-couple families; Margin of Error; $15,000 to $24,999","Nonfamily households; Estimate; $15,000 to $24,999","Nonfamily households; Margin of Error; $15,000 to $24,999","Households; Estimate; $25,000 to $34,999","Households; Margin of Error; $25,000 to $34,999","Families; Estimate; $25,000 to $34,999","Families; Margin of Error; $25,000 to $34,999","Married-couple families; Estimate; $25,000 to $34,999","Married-couple families; Margin of Error; $25,000 to $34,999","Nonfamily households; Estimate; $25,000 to $34,999","Nonfamily households; Margin of Error; $25,000 to $34,999","Households; Estimate; $35,000 to $49,999","Households; Margin of Error; $35,000 to $49,999","Families; Estimate; $35,000 to $49,999","Families; Margin of Error; $35,000 to $49,999","Married-couple families; Estimate; $35,000 to $49,999","Married-couple families; Margin of Error; $35,000 to $49,999","Nonfamily households; Estimate; $35,000 to $49,999","Nonfamily households; Margin of Error; $35,000 to $49,999","Households; Estimate; $50,000 to $74,999","Households; Margin of Error; $50,000 to $74,999","Families; Estimate; $50,000 to $74,999","Families; Margin of Error; $50,000 to $74,999","Married-couple families; Estimate; $50,000 to $74,999","Married-couple families; Margin of Error; $50,000 to $74,999","Nonfamily households; Estimate; $50,000 to $74,999","Nonfamily households; Margin of Error; $50,000 to $74,999","Households; Estimate; $75,000 to $99,999","Households; Margin of Error; $75,000 to $99,999","Families; Estimate; $75,000 to $99,999","Families; Margin of Error; $75,000 to $99,999","Married-couple families; Estimate; $75,000 to $99,999","Married-couple families; Margin of Error; $75,000 to $99,999","Nonfamily households; Estimate; $75,000 to $99,999","Nonfamily households; Margin of Error; $75,000 to $99,999","Households; Estimate; $100,000 to $149,999","Households; Margin of Error; $100,000 to $149,999","Families; Estimate; $100,000 to $149,999","Families; Margin of Error; $100,000 to $149,999","Married-couple families; Estimate; $100,000 to $149,999","Married-couple families; Margin of Error; $100,000 to $149,999","Nonfamily households; Estimate; $100,000 to $149,999","Nonfamily households; Margin of Error; $100,000 to $149,999","Households; Estimate; $150,000 to $199,999","Households; Margin of Error; $150,000 to $199,999","Families; Estimate; $150,000 to $199,999","Families; Margin of Error; $150,000 to $199,999","Married-couple families; Estimate; $150,000 to $199,999","Married-couple families; Margin of Error; $150,000 to $199,999","Nonfamily households; Estimate; $150,000 to $199,999","Nonfamily households; Margin of Error; $150,000 to $199,999","Households; Estimate; $200,000 or more","Households; Margin of Error; $200,000 or more","Families; Estimate; $200,000 or more","Families; Margin of Error; $200,000 or more","Married-couple families; Estimate; $200,000 or more","Married-couple families; Margin of Error; $200,000 or more","Nonfamily households; Estimate; $200,000 or more","Nonfamily households; Margin of Error; $200,000 or more",Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars),Households; Estimate; Mean income (dollars),Households; Margin of Error; Mean income (dollars),Families; Estimate; Mean income (dollars),Families; Margin of Error; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Married-couple families; Margin of Error; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),Nonfamily households; Margin of Error; Mean income (dollars),Households; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Households; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Families; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Families; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Married-couple families; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Married-couple families; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Nonfamily households; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Nonfamily households; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Households; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Households; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Families; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Families; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Married-couple families; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Married-couple families; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Nonfamily households; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Nonfamily households; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Households; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Households; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Families; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Families; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Married-couple families; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Married-couple families; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Nonfamily households; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Nonfamily households; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months
0500000US27001,27001,"Aitkin County, Minnesota",7640,262,4992,184,4100,144,2648,152,7.4,1.0,4.0,0.9,1.9,0.5,16.4,2.7,7.1,0.8,2.9,0.6,2.1,0.5,14.4,1.8,12.8,1.1,9.4,1.2,7.0,1.2,20.1,2.3,12.7,1.3,10.9,1.6,8.8,1.4,15.4,2.1,16.1,1.2,17.1,1.5,17.4,1.6,15.2,2.1,21.6,1.5,26.6,1.9,28.8,2.0,11.3,3.0,10.6,0.8,13.7,1.3,16.0,1.5,3.6,1.0,8.5,1.1,11.0,1.3,12.7,1.4,2.8,1.3,1.7,0.4,2.5,0.6,3.0,0.7,0.1,0.1,1.5,0.3,1.9,0.4,2.3,0.5,0.9,0.4,44524,1252,54400,1803,59890,1587,24367,2563,54797,1494,63884,1948,N,N,35260,2738,32.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X)
0500000US27003,27003,"Anoka County, Minnesota",125260,530,90305,911,71051,1013,34955,854,3.2,0.3,2.1,0.3,0.9,0.2,7.1,0.7,2.4,0.3,1.3,0.2,0.5,0.1,5.6,0.7,7.0,0.4,4.0,0.4,2.1,0.3,16.0,0.9,7.0,0.4,5.7,0.5,3.9,0.4,11.4,0.9,11.9,0.5,9.9,0.6,7.9,0.5,17.6,1.2,19.5,0.6,18.4,0.7,17.1,0.8,21.8,1.2,15.8,0.6,17.8,0.7,19.2,0.8,9.8,1.0,20.5,0.6,24.7,0.8,29.1,0.9,8.0,0.8,7.9,0.4,10.1,0.5,12.1,0.7,1.4,0.4,4.7,0.3,5.9,0.4,7.3,0.5,1.4,0.4,73579,1064,86345,1319,97460,1505,42755,1364,87903,1431,99538,1780,110783,2069,52994,1492,25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X)
0500000US27005,27005,"Becker County, Minnesota",13495,252,9155,252,7337,229,4340,238,6.1,0.9,3.7,1.0,0.7,0.3,13.1,2.2,5.4,0.7,2.7,0.8,1.3,0.3,12.8,1.9,10.1,1.1,5.6,1.0,3.7,0.9,19.3,2.6,11.9,1.2,9.4,1.1,8.1,1.2,16.6,2.5,12.8,1.1,12.8,1.2,11.2,1.2,13.8,2.3,21.1,1.1,24.2,1.4,25.0,1.6,13.9,2.1,13.7,0.9,17.2,1.4,20.6,1.4,5.2,1.6,12.6,1.0,16.5,1.3,19.9,1.6,3.6,1.6,3.3,0.5,4.2,0.7,5.1,0.9,0.7,0.6,2.9,0.5,3.7,0.7,4.4,0.9,0.9,0.5,54115,2351,65400,1931,74922,1708,27384,1677,66607,1749,78251,2239,87850,2714,37957,2487,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
0500000US27007,27007,"Beltrami County, Minnesota",16906,285,10736,282,7251,294,6170,331,7.1,1.2,4.6,1.2,1.1,0.6,13.7,2.7,7.8,1.1,4.7,1.3,2.0,0.8,13.9,2.4,12.5,1.4,10.1,1.7,5.6,1.3,17.4,2.6,12.0,1.2,10.5,1.6,7.2,1.6,14.8,2.4,15.7,1.4,14.5,1.7,13.7,1.7,17.4,3.1,18.3,1.4,20.4,2.0,22.6,2.1,13.3,2.6,12.2,1.1,15.6,1.4,20.7,1.9,4.9,1.2,10.3,1.0,13.8,1.6,19.5,2.1,3.5,1.3,2.0,0.4,3.0,0.6,3.8,0.8,0.3,0.2,2.1,0.4,2.8,0.6,3.8,0.9,0.8,0.5,45201,1707,54890,2689,72452,3042,26990,1590,59322,2564,70538,3756,86306,5367,36936,2393,22.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.6,(X)
0500000US27009,27009,"Benton County, Minnesota",15726,219,10318,304,7738,275,5408,335,5.4,1.1,4.0,1.3,1.8,1.1,10.9,2.5,5.1,1.0,1.8,0.7,0.5,0.4,12.5,2.4,11.6,1.6,8.0,1.7,3.1,1.1,20.3,3.3,10.3,1.4,9.4,1.8,6.2,1.3,13.6,2.8,15.8,1.6,14.5,2.0,13.9,2.3,16.4,2.4,19.4,1.9,21.0,2.0,22.5,2.2,14.0,3.5,14.1,1.3,18.2,1.8,22.4,2.0,5.2,1.6,12.0,1.3,15.7,1.6,19.8,2.0,4.3,2.3,4.5,0.8,5.3,1.0,6.8,1.2,2.4,1.4,1.9,0.4,2.3,0.7,3.0,0.9,0.5,0.3,51841,2553,63579,3276,77937,2703,28955,3082,64567,1997,74460,2412,86381,2570,40444,4058,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X)
0500000US27011,27011,"Big Stone County, Minnesota",2226,82,1441,82,1236,80,785,84,5.8,1.6,3.4,1.4,2.0,1.2,11.1,4.2,6.2,1.9,1.6,1.0,1.2,0.8,14.8,4.6,12.7,2.4,8.4,2.4,6.8,2.5,22.0,5.3,12.1,2.3,8.4,2.1,8.7,2.2,19.0,5.3,15.3,2.4,16.2,2.9,13.4,2.8,14.0,3.5,19.2,2.8,23.9,3.9,24.8,4.1,11.0,4.1,14.6,2.5,18.9,3.0,21.4,3.3,4.6,2.3,8.6,2.2,11.9,3.4,13.1,3.6,1.8,1.1,2.6,0.9,3.6,1.2,4.2,1.4,0.5,0.9,2.8,1.0,3.7,1.3,4.3,1.5,1.3,1.2,47132,3539,63191,3784,67443,4704,25688,1961,62406,3191,74509,3873,N,N,37669,6215,34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X)
0500000US27013,27013,"Blue Earth County, Minnesota",25081,328,14383,363,11464,332,10698,449,6.9,0.9,3.2,0.8,1.0,0.5,13.1,2.2,5.4,0.7,2.6,0.9,0.6,0.3,10.1,1.6,10.8,1.1,5.3,0.9,2.7,0.5,19.0,1.9,9.8,0.9,6.8,1.1,5.0,1.1,13.9,1.7,15.0,1.2,11.9,1.5,9.9,1.4,18.9,2.0,17.6,1.2,20.7,1.6,22.8,2.0,12.2,1.9,14.5,1.3,19.7,1.8,22.8,2.1,7.1,1.6,12.5,1.0,18.4,1.4,21.2,1.7,4.2,1.2,4.1,0.6,6.2,0.9,7.5,1.2,0.7,0.3,3.3,0.4,5.1,0.7,6.4,0.9,0.8,0.4,52119,1433,74537,1783,81731,1644,28896,1949,69198,2010,87699,2637,99119,2943,41866,3557,33.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.6,(X)
0500000US27015,27015,"Brown County, Minnesota",10641,228,6798,244,5594,194,3843,245,3.8,0.9,2.6,1.1,0.4,0.3,7.5,2.2,6.3,1.2,3.0,1.3,1.3,0.7,13.5,2.6,11.5,1.4,5.3,1.1,4.5,1.1,21.4,2.9,9.6,1.2,7.8,1.2,6.0,1.3,13.6,2.5,14.6,1.8,13.6,2.0,12.2,2.2,16.1,3.0,20.1,1.6,21.3,2.1,21.5,2.2,17.2,3.1,17.8,1.9,22.6,2.4,26.1,2.8,7.9,2.2,10.7,1.3,15.6,2.0,18.2,2.3,1.6,0.8,2.7,0.5,3.8,0.8,4.5,1.0,0.2,0.2,3.1,0.7,4.4,1.1,5.2,1.3,0.9,0.5,53319,1758,70401,3096,78087,2825,31453,2037,67080,2169,79883,2805,88220,3423,41546,3759,31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X)
0500000US27017,27017,"Carlton County, Minnesota",13289,266,8809,277,6849,277,4480,276,6.8,1.1,3.1,0.7,1.3,0.4,15.0,3.0,4.7,0.6,2.1,0.6,1.1,0.8,10.2,1.7,10.3,1.4,5.7,1.1,4.7,1.3,20.3,2.9,8.8,1.2,7.2,1.1,5.4,1.1,13.4,2.7,13.4,1.3,13.6,1.7,11.0,1.7,14.3,2.3,21.9,1.7,24.4,2.0,24.1,2.1,16.8,2.6,16.1,1.5,20.1,2.1,22.9,2.3,5.0,1.3,12.2,1.0,16.0,1.5,19.7,1.8,3.2,0.8,3.9,0.9,5.3,1.1,6.7,1.5,1.3,1.0,1.9,0.5,2.6,0.8,3.1,1.0,0.4,0.3,55607,2328,68739,2564,76734,2268,27852,2571,65280,2025,77251,2615,85670,3178,38223,2529,37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X)
